2026-04-20 03:17:50 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-20 09:13:50 | INFO | jarvis.command_hub | Command 'calculator' completed in 0.001s (intent=test_intent, category=utility)
2026-04-20 09:13:50 | WARNING | jarvis.command_hub | Command 'wikipedia' reported failure.
2026-04-20 09:13:50 | WARNING | jarvis.command_hub | Command 'wikipedia' failed in 0.001s (intent=test_intent, category=information, error_type=None)
2026-04-20 09:13:50 | INFO | jarvis.command_hub | Command 'calculator' succeeded.
2026-04-20 09:13:50 | INFO | jarvis.command_hub | Command 'calculator' completed in 0.000s (intent=test_intent, category=utility)
2026-04-20 09:13:50 | INFO | jarvis.command_hub | Command 'clipboard_history' succeeded.
2026-04-20 09:13:50 | INFO | jarvis.command_hub | Command 'clipboard_history' completed in 0.093s (intent=test_intent, category=system)
2026-04-20 09:13:50 | INFO | jarvis.command_hub | Command 'converter' succeeded.
2026-04-20 09:13:50 | INFO | jarvis.command_hub | Command 'converter' completed in 0.000s (intent=test_intent, category=utility)
2026-04-20 09:13:50 | INFO | jarvis.command_hub | No command matched for text: 'how many feet in 2 meters'
2026-04-20 09:13:50 | WARNING | jarvis.command_hub | Non-command failure in 0.000s (error_type=no_match)
2026-04-20 09:13:50 | WARNING | jarvis.command_hub | Command 'wikipedia' reported failure.
2026-04-20 09:13:50 | WARNING | jarvis.command_hub | Command 'wikipedia' failed in 0.001s (intent=test_intent, category=information, error_type=None)
2026-04-20 09:13:50 | INFO | jarvis.command_hub | Command 'date' succeeded.
2026-04-20 09:13:50 | INFO | jarvis.command_hub | Command 'date' completed in 0.000s (intent=test_intent, category=information)
2026-04-20 09:13:50 | INFO | jarvis.command_hub | No command matched for text: 'tell me the date'
2026-04-20 09:13:50 | WARNING | jarvis.command_hub | Non-command failure in 0.000s (error_type=no_match)
2026-04-20 09:13:52 | INFO | jarvis.command_hub | Command 'dictionary' succeeded.
2026-04-20 09:13:52 | INFO | jarvis.command_hub | Command 'dictionary' completed in 1.333s (intent=test_intent, category=information)
2026-04-20 09:13:52 | INFO | jarvis.command_hub | Command 'dictionary' succeeded.
2026-04-20 09:13:52 | INFO | jarvis.command_hub | Command 'dictionary' completed in 0.084s (intent=test_intent, category=information)
2026-04-22 21:46:54 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-22 21:53:42 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-22 21:53:50 | INFO | jarvis.command_hub | No command matched for text: 'hello'
2026-04-22 21:53:50 | WARNING | jarvis.command_hub | Non-command failure in 0.000s (error_type=no_match)
2026-04-22 21:58:37 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-22 21:58:39 | INFO | jarvis.command_hub | No command matched for text: 'hello'
2026-04-22 21:58:39 | WARNING | jarvis.command_hub | Non-command failure in 0.000s (error_type=no_match)
2026-04-22 21:59:34 | INFO | jarvis.command_hub | No command matched for text: 'what time is it?'
2026-04-22 21:59:34 | WARNING | jarvis.command_hub | Non-command failure in 0.000s (error_type=no_match)
2026-04-22 21:59:42 | INFO | jarvis.command_hub | No command matched for text: 'timmer'
2026-04-22 21:59:42 | WARNING | jarvis.command_hub | Non-command failure in 0.000s (error_type=no_match)
2026-04-22 22:04:54 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-22 22:06:16 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-22 22:06:23 | INFO | jarvis.command_hub | No command matched for text: 'hello'
2026-04-22 22:06:23 | WARNING | jarvis.command_hub | Non-command failure in 0.000s (error_type=no_match)
2026-04-22 22:08:08 | INFO | jarvis.command_hub | Command 'time' succeeded.
2026-04-22 22:08:08 | INFO | jarvis.command_hub | Command 'time' completed in 0.000s (intent=unknown, category=information)
2026-04-22 22:08:23 | INFO | jarvis.command_hub | Command 'weather' succeeded.
2026-04-22 22:08:23 | INFO | jarvis.command_hub | Command 'weather' completed in 2.518s (intent=unknown, category=information)
2026-04-22 22:09:36 | WARNING | jarvis.command_hub | Command 'wikipedia' reported failure.
2026-04-22 22:09:36 | WARNING | jarvis.command_hub | Command 'wikipedia' failed in 0.001s (intent=unknown, category=information, error_type=None)
2026-04-22 22:09:47 | WARNING | jarvis.command_hub | Command 'wikipedia' reported failure.
2026-04-22 22:09:47 | WARNING | jarvis.command_hub | Command 'wikipedia' failed in 0.001s (intent=unknown, category=information, error_type=None)
2026-04-22 22:09:53 | INFO | jarvis.command_hub | No command matched for text: '2+2'
2026-04-22 22:09:53 | WARNING | jarvis.command_hub | Non-command failure in 0.000s (error_type=no_match)
2026-04-22 22:10:12 | INFO | jarvis.command_hub | Command 'jokes' succeeded.
2026-04-22 22:10:12 | INFO | jarvis.command_hub | Command 'jokes' completed in 1.293s (intent=unknown, category=entertainment)
2026-04-22 22:11:44 | INFO | jarvis.command_hub | Command 'media_volume' succeeded.
2026-04-22 22:11:44 | INFO | jarvis.command_hub | Command 'media_volume' completed in 1.625s (intent=unknown, category=system)
2026-04-22 22:11:57 | INFO | jarvis.command_hub | Command 'media_volume' succeeded.
2026-04-22 22:11:57 | INFO | jarvis.command_hub | Command 'media_volume' completed in 0.243s (intent=unknown, category=system)
2026-04-22 22:12:20 | INFO | jarvis.command_hub | Command 'open_browser' succeeded.
2026-04-22 22:12:20 | INFO | jarvis.command_hub | Command 'open_browser' completed in 0.107s (intent=unknown, category=web)
2026-04-22 22:14:35 | INFO | jarvis.command_hub | No command matched for text: 'open marvel rivals'
2026-04-22 22:14:35 | WARNING | jarvis.command_hub | Non-command failure in 0.000s (error_type=no_match)
2026-04-22 22:16:31 | WARNING | jarvis.command_hub | Command 'wikipedia' reported failure.
2026-04-22 22:16:31 | WARNING | jarvis.command_hub | Command 'wikipedia' failed in 0.001s (intent=unknown, category=information, error_type=None)
2026-04-22 22:17:54 | INFO | jarvis.command_hub | Command 'weather' succeeded.
2026-04-22 22:17:54 | INFO | jarvis.command_hub | Command 'weather' completed in 1.458s (intent=unknown, category=information)
2026-04-22 22:23:24 | INFO | jarvis.command_hub | Command 'timer' succeeded.
2026-04-22 22:23:24 | INFO | jarvis.command_hub | Command 'timer' completed in 0.001s (intent=unknown, category=utility)
2026-04-22 22:23:42 | INFO | jarvis.command_hub | Command 'time' succeeded.
2026-04-22 22:23:42 | INFO | jarvis.command_hub | Command 'time' completed in 0.000s (intent=unknown, category=information)
2026-04-22 22:24:22 | INFO | jarvis.command_hub | Command 'news' succeeded.
2026-04-22 22:24:22 | INFO | jarvis.command_hub | Command 'news' completed in 0.370s (intent=unknown, category=information)
2026-04-22 22:31:20 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-22 22:31:27 | INFO | jarvis.command_hub | Command 'greet' succeeded.
2026-04-22 22:31:27 | INFO | jarvis.command_hub | Command 'greet' completed in 0.001s (intent=unknown, category=general)
2026-04-22 22:31:59 | INFO | jarvis.command_hub | Command 'greet' succeeded.
2026-04-22 22:31:59 | INFO | jarvis.command_hub | Command 'greet' completed in 0.000s (intent=unknown, category=general)
2026-04-22 22:32:05 | INFO | jarvis.command_hub | No command matched for text: 'as'
2026-04-22 22:32:05 | WARNING | jarvis.command_hub | Non-command failure in 0.001s (error_type=no_match)
2026-04-22 22:33:16 | INFO | jarvis.command_hub | Command 'time' succeeded.
2026-04-22 22:33:16 | INFO | jarvis.command_hub | Command 'time' completed in 0.001s (intent=unknown, category=information)
2026-04-22 22:33:26 | INFO | jarvis.command_hub | Command 'weather' succeeded.
2026-04-22 22:33:26 | INFO | jarvis.command_hub | Command 'weather' completed in 2.525s (intent=unknown, category=information)
2026-04-22 23:09:23 | INFO | jarvis.command_hub | No command matched for text: 'open steam'
2026-04-22 23:09:23 | WARNING | jarvis.command_hub | Non-command failure in 0.001s (error_type=no_match)
2026-04-22 23:10:27 | INFO | jarvis.command_hub | No command matched for text: 'debug'
2026-04-22 23:10:27 | WARNING | jarvis.command_hub | Non-command failure in 0.001s (error_type=no_match)
2026-04-22 23:11:26 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-22 23:18:50 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-22 23:49:34 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-22 23:51:30 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-22 23:51:39 | INFO | jarvis.command_hub | No command matched for text: 'open discord'
2026-04-22 23:51:39 | WARNING | jarvis.command_hub | Non-command failure in 0.001s (error_type=no_match)
2026-04-23 00:05:13 | INFO | jarvis.command_hub | No command matched for text: 'open discord'
2026-04-23 00:05:13 | WARNING | jarvis.command_hub | Non-command failure in 0.001s (error_type=no_match)
2026-04-23 00:05:27 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-23 00:32:36 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-23 03:32:28 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-23 03:33:39 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-23 10:27:00 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-23 10:28:50 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-23 10:29:09 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-23 10:30:56 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-23 10:32:38 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-23 10:40:21 | DEBUG | jarvis.command_hub | CommandHub initialized.
2026-04-23 10:40:32 | INFO | jarvis.command_hub | Command 'greet' succeeded.
2026-04-23 10:40:32 | INFO | jarvis.command_hub | Command 'greet' completed in 0.000s (intent=unknown, category=general)
2026-04-23 10:40:38 | INFO | jarvis.command_hub | No command matched for text: 'open marvel rivals'
2026-04-23 10:40:38 | WARNING | jarvis.command_hub | Non-command failure in 0.000s (error_type=no_match)
2026-04-23 10:40:47 | INFO | jarvis.command_hub | No command matched for text: 'open steam'
2026-04-23 10:40:47 | WARNING | jarvis.command_hub | Non-command failure in 0.000s (error_type=no_match)
2026-04-23 10:40:50 | INFO | jarvis.command_hub | Command 'jokes' succeeded.
2026-04-23 10:40:50 | INFO | jarvis.command_hub | Command 'jokes' completed in 0.399s (intent=unknown, category=entertainment)
2026-04-23 10:40:59 | INFO | jarvis.command_hub | Command 'open_browser' succeeded.
2026-04-23 10:40:59 | INFO | jarvis.command_hub | Command 'open_browser' completed in 0.140s (intent=unknown, category=web)
2026-04-23 10:41:35 | INFO | jarvis.command_hub | Command 'time' succeeded.
2026-04-23 10:41:35 | INFO | jarvis.command_hub | Command 'time' completed in 0.001s (intent=unknown, category=information)
